conversion_id,customer_id,conversion_date,revenue_inr
635,1051,2024-02-29 21:27:52,1500.75
636,1052,2024-03-10 00:48:55,8508.59
637,1053,2024-04-13 00:12:20,6904.58
638,1054,2024-10-25 15:10:36,23814.21
639,1055,2024-03-15 14:37:36,16459.54
640,1058,2024-10-15 05:38:04,3993.25
641,1059,2024-06-16 13:03:15,7522.53
642,1060,2024-11-04 01:40:07,3696.19
643,1061,2024-09-19 21:54:02,31236.07
644,1065,2024-03-17 04:58:55,13823.33
645,1067,2024-05-04 09:52:26,5725.68
646,1068,2024-07-05 19:48:07,5886.14
647,1069,2024-07-05 01:14:51,18040.33
648,1070,2024-05-06 19:09:56,8280.18
649,1071,2024-03-10 04:45:36,19985.56
650,1072,2024-06-16 03:17:05,682.47
651,1074,2024-01-08 15:57:32,7443.57
652,1075,2024-02-02 11:34:03,3090.56
653,1079,2024-02-29 02:21:29,23878.65
654,1080,2024-02-13 14:27:43,19766.8
655,1081,2024-10-21 13:10:09,5062.18
656,1083,2024-04-04 06:46:26,19576.16
657,1084,2024-07-24 21:07:12,24460.21
658,1086,2024-01-10 04:21:48,5255.16
659,1089,2024-02-02 21:37:21,45466.92
660,1091,2024-06-17 01:59:15,4778.07
661,1092,2024-06-20 01:49:15,4051.86
662,1093,2024-10-24 10:30:52,10713.77
663,1094,2024-09-06 02:04:29,3574.53
664,1095,2024-04-06 18:58:55,5307.13
665,1098,2024-06-20 03:05:50,17474.38
666,1099,2024-04-30 23:48:23,5000.52
667,1100,2024-07-01 09:11:45,1069.01
668,1103,2024-09-24 04:48:40,6840.3
669,1104,2024-07-29 00:13:52,2626.31
670,1106,2024-07-01 08:46:15,10707.97
671,1107,2024-10-25 09:25:41,9196.43
672,1108,2024-04-03 16:17:00,18476.6
673,1109,2024-01-31 00:44:55,11123.1
674,1110,2024-10-16 18:30:32,13111.17
675,1112,2024-04-03 12:14:51,2691.39
676,1115,2024-06-04 03:28:39,10133.36
677,1116,2024-04-05 13:34:23,28900.27
678,1118,2024-09-17 18:23:42,2644.44
679,1120,2024-08-19 12:49:36,24828.92
680,1122,2024-10-12 10:03:46,2997.65
681,1123,2024-05-30 03:43:26,2282.95
682,1124,2024-07-20 04:36:45,6416.19
683,1126,2024-09-25 23:15:22,9361.11
684,1127,2024-03-13 08:37:08,11165.4
685,1128,2024-02-15 20:01:24,2068.16
686,1130,2024-10-07 15:36:03,7266.91
687,1131,2024-04-13 20:04:57,2651.82
688,1134,2024-10-21 10:46:12,1286.87
689,1135,2024-08-26 06:10:09,2130.55
690,1136,2024-12-19 17:54:56,2500.36
691,1137,2024-05-23 16:52:51,7859.16
692,1138,2024-02-24 22:58:19,13863.19
693,1140,2024-09-01 18:30:28,1305.2
694,1142,2024-03-13 04:52:59,6746.4
695,1143,2024-04-10 07:10:48,1704.41
696,1144,2024-10-10 11:08:32,8657.46
697,1145,2024-02-21 16:46:08,2806.08
698,1146,2024-09-18 23:39:10,1907.99
699,1148,2024-07-21 01:48:39,10094.02
700,1149,2024-06-22 18:19:06,2897.98
701,1152,2024-10-07 20:52:16,3698.31
702,1153,2024-01-08 16:57:40,666.48
703,1157,2024-07-13 15:15:09,11520.65
704,1158,2024-07-08 10:02:58,10288.87
705,1159,2024-09-04 20:04:51,4938.97
706,1162,2024-01-28 08:12:45,1242.87
707,1164,2024-06-23 01:39:43,14594.97
708,1165,2024-06-19 09:43:21,2698.26
709,1166,2024-06-09 10:46:30,3268.16
710,1169,2024-05-30 21:01:16,39373.16
711,1171,2024-08-16 05:46:01,2609.01
712,1173,2024-04-08 06:39:34,9585.33
713,1174,2024-02-27 21:42:44,8150.9
714,1175,2024-08-15 00:19:36,6982.45
715,1176,2024-04-30 18:13:10,6334.72
716,1177,2024-09-20 21:15:01,6896.36
717,1178,2024-07-15 12:02:16,6277.62
718,1179,2024-07-16 07:13:24,4690.4
719,1180,2024-11-23 23:55:32,19151.85
720,1181,2024-09-26 16:07:17,1508.1
721,1182,2024-02-01 03:04:02,12324.1
722,1183,2024-04-30 19:17:19,10302.15
723,1184,2024-10-08 02:21:31,9214.74
724,1185,2024-08-11 05:13:15,13430.47
725,1186,2024-07-17 13:19:52,4521.78
726,1187,2024-03-18 04:01:47,914.08
727,1188,2024-04-02 12:51:15,4605.18
728,1189,2024-03-20 18:58:12,2014.09
729,1190,2024-05-03 19:39:52,2543.58
730,1191,2024-01-10 18:27:03,1606.51
731,1192,2024-10-11 16:52:43,3198.35
732,1194,2024-08-28 04:54:54,2872.79
733,1195,2024-08-18 23:55:25,578.35
734,1196,2024-05-30 05:04:40,9229.87
735,1198,2024-10-21 16:46:47,36253.44
736,1200,2024-04-16 23:55:24,8481.25
737,1201,2024-10-13 19:57:54,4094.37
738,1202,2024-11-16 05:00:29,4678.48
739,1203,2024-05-16 09:05:31,3364.76
740,1204,2024-11-02 22:29:25,5329.63
741,1205,2024-10-26 19:20:18,4753.77
742,1208,2024-05-07 08:32:04,2305.51
743,1211,2024-11-12 00:37:01,22350.4
744,1212,2024-02-05 23:08:13,1288.92
745,1213,2024-07-19 13:50:25,9381.53
746,1214,2024-01-23 02:00:08,4486.92
747,1216,2024-08-16 14:17:30,27193.92
748,1219,2024-07-24 11:54:57,6679.36
749,1221,2024-09-20 21:36:46,3554.91
750,1223,2024-08-17 01:01:21,3932.63
751,1224,2024-05-28 03:42:47,5094.5
752,1225,2024-08-03 06:07:12,1757.22
753,1227,2024-06-01 08:17:45,2464.68
754,1228,2024-05-27 05:36:56,985.9
755,1235,2024-03-04 09:39:44,2141.63
756,1236,2024-03-10 23:30:19,5348.2
757,1237,2024-11-12 03:07:58,6439.19
758,1238,2024-09-09 22:32:51,827.66
759,1239,2024-03-01 14:52:35,4343.82
760,1245,2024-04-12 09:19:44,8160.57
761,1246,2024-11-11 11:49:32,4244.5
762,1248,2024-10-22 13:01:06,2778.29
763,1249,2024-08-16 19:15:58,3391.59
764,1250,2024-02-23 14:58:25,3020.91
765,1251,2024-06-18 18:40:16,2770.94
766,1253,2024-03-29 11:01:14,5747.05
767,1254,2024-11-08 11:57:05,39219.11
768,1255,2024-06-05 08:27:03,2516.62
769,1256,2024-09-17 14:38:38,3691.07
770,1257,2024-07-26 22:51:55,4691.33
771,1258,2024-05-16 05:42:35,2647.53
772,1259,2024-09-29 00:38:49,13205.81
773,1260,2024-06-23 10:41:11,581.84
774,1261,2024-02-17 19:00:54,3047.41
775,1262,2024-09-15 10:52:58,10264.87
776,1264,2024-08-31 11:23:02,3771.83
777,1266,2024-05-22 00:56:03,2347.83
778,1270,2024-06-07 15:59:32,7307.68
779,1271,2024-06-22 11:34:58,11111.2
780,1272,2024-04-19 13:59:12,5940.64
781,1274,2024-02-04 12:32:11,2389.65
782,1276,2024-04-25 00:55:17,7409.98
783,1278,2024-06-23 16:51:13,3422.6
784,1281,2024-03-04 19:54:26,9611.04
785,1282,2024-01-28 18:28:23,18674.85
786,1284,2024-07-22 23:45:39,471.06
787,1286,2024-08-26 21:11:00,5431.45
788,1287,2024-09-11 23:30:51,1030.54
789,1288,2024-05-14 20:16:23,44249.96
790,1289,2024-11-02 01:41:47,3225.0
791,1290,2024-09-29 10:29:21,9621.31
792,1293,2024-05-23 10:16:37,4761.01
793,1294,2024-02-08 07:12:20,2385.64
794,1295,2024-07-28 23:46:44,2143.41
795,1299,2024-01-20 04:54:55,20478.1
796,1300,2024-05-23 01:42:57,11618.39
797,1301,2024-05-03 13:03:03,28260.65
798,1303,2024-03-07 07:51:12,5166.28
799,1304,2024-03-21 06:24:16,6368.55
800,1306,2024-08-24 23:48:12,3864.27
801,1307,2024-01-18 11:14:08,3795.71
802,1308,2024-07-29 17:02:24,1924.27
803,1316,2024-08-31 12:34:46,5300.78
804,1318,2024-07-24 12:03:07,2415.54
805,1321,2024-06-14 18:23:18,7315.26
806,1322,2024-04-23 11:58:23,5727.36
807,1323,2024-01-17 07:38:07,6367.19
808,1324,2024-03-19 18:00:45,22194.88
809,1325,2024-08-15 09:39:49,4750.73
810,1326,2024-08-18 18:27:22,9711.39
811,1327,2024-02-26 20:14:57,31143.43
812,1332,2024-05-24 18:03:35,15929.94
813,1333,2024-09-16 02:23:34,13875.12
814,1334,2024-06-01 11:14:00,3729.32
815,1335,2024-07-09 02:22:11,6043.14
816,1337,2024-07-17 22:26:40,1500.5
817,1339,2024-09-04 14:09:14,7700.36
818,1340,2024-02-09 13:13:06,6291.87
819,1343,2024-02-18 18:51:44,5019.3
820,1349,2024-03-25 01:43:06,12387.9
821,1350,2024-05-24 17:41:38,1657.4
822,1354,2024-07-26 17:53:58,21404.93
823,1355,2024-04-07 16:30:21,11065.51
824,1357,2024-06-18 13:56:26,4612.06
825,1358,2024-01-10 15:26:00,4299.02
826,1359,2024-10-23 09:17:55,7574.56
827,1361,2024-03-04 21:47:45,19317.49
828,1362,2024-08-19 09:07:55,5385.4
829,1366,2024-02-08 14:22:51,5595.0
830,1367,2024-10-11 04:49:22,4995.57
831,1369,2024-08-16 06:36:40,24436.22
832,1370,2024-01-25 20:36:40,3526.3
833,1372,2024-07-28 12:17:50,4785.97
834,1375,2024-04-20 03:31:23,18344.63
835,1377,2024-02-27 07:33:32,5610.02
836,1379,2024-04-07 00:54:18,13675.39
837,1381,2024-07-06 12:17:27,2164.29
838,1385,2024-04-19 01:49:46,4085.65
839,1386,2024-06-05 20:58:02,18694.61
840,1388,2024-06-27 23:39:04,2673.9
841,1389,2024-07-13 21:19:09,4289.09
842,1394,2024-04-27 13:45:48,6192.02
843,1397,2024-10-22 01:00:29,2017.8
844,1398,2024-10-31 22:24:46,3386.56
845,1399,2024-05-08 07:44:33,5439.12
846,1407,2024-05-28 13:16:11,5125.65
847,1409,2024-01-20 01:21:10,15557.79
848,1410,2024-10-02 02:40:35,19679.08
849,1411,2024-11-17 12:50:11,2274.52
850,1413,2024-04-20 18:39:35,5432.43
851,1414,2024-02-04 11:15:30,9016.61
852,1416,2024-05-16 00:49:03,19239.35
853,1419,2024-03-11 18:19:28,9382.87
854,1420,2024-05-03 20:01:08,6385.74
855,1422,2024-04-28 21:13:32,8954.29
856,1425,2024-03-21 18:53:34,9012.72
857,1427,2024-08-13 15:58:00,2132.51
858,1429,2024-10-18 15:07:04,5846.03
859,1431,2024-03-18 11:47:45,18274.19
860,1433,2024-05-02 21:41:46,4078.07
861,1434,2024-09-15 07:05:07,5522.04
862,1435,2024-05-29 04:37:21,3951.04
863,1436,2024-10-05 00:12:38,612.49
864,1437,2024-11-10 02:20:30,5006.69
865,1438,2024-02-21 20:47:49,6448.56
866,1439,2024-02-19 00:21:39,3098.76
867,1441,2024-11-05 10:55:45,1738.58
868,1442,2024-07-16 21:37:40,2224.87
869,1451,2024-01-21 13:17:52,9776.81
870,1452,2024-05-08 12:43:25,29006.42
871,1455,2024-10-20 19:09:27,17054.85
872,1456,2024-06-10 09:31:42,1465.7
873,1457,2024-03-25 22:02:41,10605.89
874,1459,2024-10-22 11:24:07,2705.8
875,1461,2024-02-27 07:29:44,2910.15
876,1462,2024-07-10 15:10:08,3242.9
877,1464,2024-09-28 18:50:57,9278.55
878,1465,2024-01-10 11:09:34,11653.11
879,1466,2024-07-24 09:22:47,4499.73
880,1468,2024-05-11 20:59:50,4568.94
881,1469,2024-03-11 21:32:32,7463.93
882,1470,2024-10-29 22:35:55,8194.31
883,1471,2024-04-06 19:26:39,14166.04
884,1472,2024-04-29 12:41:30,1546.99
885,1473,2024-04-13 00:38:20,5004.16
886,1474,2024-05-06 14:10:45,1879.53
887,1476,2024-04-12 19:16:33,4694.52
888,1479,2024-03-30 14:36:24,4009.58
889,1480,2024-08-24 11:17:01,4712.27
890,1481,2024-10-10 09:51:33,2392.83
891,1483,2024-06-05 07:27:44,1288.76
892,1484,2024-08-03 21:44:08,746.21
893,1485,2024-08-25 23:48:41,4367.46
894,1486,2024-09-22 12:56:36,3334.57
895,1489,2024-10-10 04:04:39,2674.87
896,1490,2024-06-29 12:01:25,16159.99
897,1491,2024-12-03 17:24:34,2267.66
898,1492,2024-04-27 05:11:59,17591.14
899,1493,2024-03-14 08:44:37,21193.7
900,1497,2024-06-14 05:08:53,849.11
901,1499,2024-04-15 00:22:48,5340.87
902,1500,2024-08-26 15:21:43,3429.85
903,1501,2024-04-15 02:29:24,357.59
904,1503,2024-09-07 02:28:54,1339.19
905,1505,2024-05-26 09:53:52,9871.85
906,1508,2024-04-06 06:53:40,30250.84
907,1509,2024-04-15 17:09:11,11074.61
908,1510,2024-03-13 08:23:44,6576.57
909,1515,2024-04-10 14:20:09,4821.31
910,1516,2024-02-07 10:14:20,22345.87
911,1520,2024-06-29 07:33:41,33976.19
912,1521,2024-02-10 16:57:48,2898.19
913,1527,2024-11-02 10:51:38,812.42
914,1529,2024-03-16 02:19:02,743.7
915,1531,2024-07-02 07:16:17,16150.28
916,1532,2024-07-02 00:33:53,4710.96
917,1534,2024-06-14 23:30:00,5795.97
918,1536,2024-05-02 23:08:38,980.84
919,1539,2024-09-10 21:15:58,2495.21
920,1540,2024-05-07 04:26:50,3767.12
921,1541,2024-04-05 16:45:37,5925.7
922,1542,2024-01-30 22:24:40,3433.27
923,1543,2024-02-03 09:53:03,1932.18
924,1544,2024-03-28 14:31:08,2425.73
925,1547,2024-07-01 20:54:19,14581.24
926,1548,2024-11-18 17:46:07,6126.05
927,1550,2024-04-26 14:07:46,8526.56
928,1552,2024-09-15 15:35:36,2188.59
929,1553,2024-09-12 19:18:57,344.32
930,1555,2024-02-05 15:17:45,3069.3
931,1557,2024-05-03 15:35:40,2253.15
932,1561,2024-02-08 19:27:28,6728.52
933,1565,2024-02-08 09:12:13,94575.27
934,1567,2024-07-30 16:58:13,9187.96
935,1568,2024-06-02 02:18:38,57662.6
936,1570,2024-08-28 10:37:38,8200.03
937,1572,2024-10-19 20:12:40,2788.06
938,1573,2024-06-27 14:28:36,6721.89
939,1575,2024-01-29 19:28:45,24405.77
940,1577,2024-07-30 09:37:51,25504.4
941,1578,2024-04-30 04:12:46,2928.36
942,1579,2024-02-23 22:21:26,6172.54
943,1580,2024-11-06 04:15:47,1357.85
944,1581,2024-07-12 13:01:35,10323.74
945,1584,2024-10-11 14:49:48,19890.93
946,1585,2024-06-24 21:36:28,5094.0
947,1586,2024-05-07 08:02:51,2695.54
948,1587,2024-10-01 22:27:53,6796.19
949,1588,2024-10-18 07:58:25,7156.05
950,1590,2024-04-27 10:53:56,5287.12
951,1591,2024-07-31 20:28:28,5772.4
952,1593,2024-08-25 22:33:18,4203.05
953,1596,2024-11-01 02:37:35,12044.45
954,1597,2024-08-10 06:41:12,9533.86
955,1599,2024-02-24 01:56:23,2028.82
956,1601,2024-09-25 02:31:00,1979.24
957,1603,2024-05-30 01:19:36,3909.1
958,1604,2024-04-03 17:19:28,9539.09
959,1606,2024-08-25 18:56:54,5615.31
960,1610,2024-06-13 11:16:57,2754.98
961,1611,2024-08-25 03:44:46,6219.01
962,1612,2024-09-23 09:31:11,3649.23
963,1615,2024-04-10 00:51:28,10855.62
964,1618,2024-08-29 16:17:41,6632.6
965,1619,2024-05-11 00:25:48,3700.6
966,1626,2024-06-29 17:36:29,6053.35
967,1627,2024-09-12 13:27:24,16051.27
968,1628,2024-04-30 15:44:36,2943.44
969,1629,2024-03-14 21:41:20,7061.35
970,1630,2024-05-12 15:59:22,4612.78
971,1633,2024-05-09 16:41:13,7217.65
972,1634,2024-08-19 10:40:38,2726.82
973,1635,2024-04-21 19:02:10,5427.87
974,1636,2024-01-10 02:47:46,13320.25
975,1639,2024-07-21 14:52:50,2114.75
976,1640,2024-03-30 19:01:42,1485.54
977,1642,2024-09-17 17:20:56,1537.16
978,1643,2024-02-02 03:25:30,1713.69
979,1644,2024-08-08 11:12:54,8398.35
980,1645,2024-03-07 04:28:42,1386.76
981,1647,2024-02-11 20:56:49,3758.95
982,1649,2024-05-01 16:29:00,8573.75
983,1651,2024-03-17 21:37:19,7150.9
984,1652,2024-03-17 17:37:13,3473.77
985,1654,2024-09-15 22:12:23,5836.18
986,1655,2024-03-01 11:42:59,5412.31
987,1662,2024-02-04 20:50:56,4016.57
988,1663,2024-04-09 12:01:42,4065.32
989,1669,2024-01-31 17:17:58,36749.68
990,1670,2024-07-13 01:50:23,10182.03
991,1673,2024-09-09 20:54:49,45825.03
992,1675,2024-05-06 02:03:20,3142.37
993,1676,2024-06-15 00:40:30,4552.95
994,1677,2024-05-24 19:01:15,1481.91
995,1679,2024-08-10 12:11:13,2371.77
996,1680,2024-04-17 14:55:28,27220.4
997,1681,2024-09-01 02:23:07,3072.26
998,1682,2024-05-14 06:26:29,27649.23
999,1683,2024-10-28 19:27:52,1605.15
1000,1685,2024-09-08 10:51:21,1904.32
1001,1686,2024-09-16 19:11:47,3615.16
1002,1688,2024-11-12 01:04:54,4640.72
1003,1689,2024-03-30 21:03:14,11279.91
1004,1690,2024-04-21 17:31:15,7373.84
1005,1691,2024-08-21 02:49:57,3378.94
1006,1692,2024-08-28 07:45:37,4359.08
1007,1693,2024-05-09 17:24:43,3688.01
1008,1694,2024-05-12 18:45:55,2157.73
1009,1695,2024-04-30 23:06:09,2210.19
1010,1696,2024-05-10 15:32:21,12395.58
1011,1697,2024-01-31 06:45:03,948.28
1012,1699,2024-03-25 23:26:35,21070.36
1013,1700,2024-10-29 13:30:09,3609.43
1014,1702,2024-05-09 06:41:43,2452.2
1015,1703,2024-01-26 08:23:50,9564.21
1016,1704,2024-06-12 00:53:59,18707.78
1017,1705,2024-11-09 05:52:55,13438.37
1018,1707,2024-04-19 01:14:58,7720.75
1019,1711,2024-04-01 14:43:24,13071.34
1020,1713,2024-02-16 17:25:13,1048.54
1021,1719,2024-10-24 05:58:22,3072.82
1022,1720,2024-08-30 16:04:25,2164.5
1023,1723,2024-05-31 03:55:13,14796.93
1024,1724,2024-06-18 16:31:01,3480.29
1025,1725,2024-05-04 02:07:32,10518.24
1026,1727,2024-07-04 00:08:36,7960.69
1027,1729,2024-07-22 01:15:13,2261.82
1028,1730,2024-07-25 21:51:16,2897.89
1029,1731,2024-02-20 19:50:38,15747.48
1030,1732,2024-05-01 06:50:43,2445.65
1031,1734,2024-08-22 03:16:52,5499.33
1032,1737,2024-11-03 01:04:48,2430.16
1033,1738,2024-08-13 01:57:07,3705.02
1034,1739,2024-02-10 08:09:17,4714.76
1035,1740,2024-03-13 11:43:35,2429.45
1036,1741,2024-05-19 21:56:11,2070.61
1037,1743,2024-08-25 14:43:46,6359.12
1038,1744,2024-04-15 17:03:03,2297.87
1039,1747,2024-07-17 22:08:38,2369.44
1040,1750,2024-10-08 22:51:18,2110.86
1041,1752,2024-03-15 14:26:10,4581.96
1042,1753,2024-07-11 01:54:53,11491.14
1043,1755,2024-04-16 09:00:53,19070.08
1044,1757,2024-05-07 12:12:45,2557.21
1045,1758,2024-06-22 12:17:07,34039.6
1046,1759,2024-03-22 04:40:12,1989.75
1047,1760,2024-08-05 07:28:09,13032.4
1048,1761,2024-08-07 18:19:07,2566.95
1049,1762,2024-10-06 11:15:19,2244.35
1050,1763,2024-08-06 14:42:04,2514.22
1051,1764,2024-10-16 08:58:22,4688.17
1052,1766,2024-03-20 03:46:50,8283.12
1053,1767,2024-11-17 23:06:29,8981.13
1054,1769,2024-05-02 11:17:34,2101.51
1055,1772,2024-02-11 07:27:57,2016.88
1056,1773,2024-01-25 04:04:05,2153.88
1057,1774,2024-03-16 00:31:27,4446.09
1058,1775,2024-05-07 05:24:15,4067.81
1059,1777,2024-06-04 22:49:12,2089.84
1060,1778,2024-10-31 12:59:09,6264.43
1061,1780,2024-07-20 14:25:09,37658.42
1062,1783,2024-09-16 22:22:47,3120.52
1063,1785,2024-02-16 09:14:37,3327.04
1064,1787,2024-10-16 17:21:34,8133.08
1065,1789,2024-05-17 20:59:34,2972.22
1066,1790,2024-03-31 13:25:46,8973.83
1067,1791,2024-04-29 02:48:28,2574.24
1068,1793,2024-11-03 11:14:40,25563.16
1069,1794,2024-11-03 05:07:48,6702.91
1070,1796,2024-02-26 19:41:55,2812.92
1071,1798,2024-10-20 17:31:10,2893.37
1072,1799,2024-03-28 09:08:24,3095.11
1073,1800,2024-08-29 12:41:33,16906.86
1074,1803,2024-06-14 10:32:28,1568.89
1075,1804,2024-08-03 22:30:28,2694.19
1076,1805,2024-08-20 10:31:26,2964.62
1077,1808,2024-01-25 15:22:27,4845.86
1078,1809,2024-10-25 00:06:46,3850.67
1079,1810,2024-04-30 22:27:57,1284.2
1080,1815,2024-08-22 18:28:19,3429.47
1081,1817,2024-09-29 14:48:36,4493.58
1082,1818,2024-05-21 19:14:08,2792.55
1083,1819,2024-06-12 21:16:14,9118.84
1084,1821,2024-06-04 07:23:40,11242.62
1085,1822,2024-01-08 10:26:01,4579.99
1086,1826,2024-07-01 16:14:55,6048.03
1087,1828,2024-01-17 17:40:04,702.78
1088,1829,2024-09-16 12:45:02,3364.41
1089,1830,2024-02-27 01:23:09,12140.95
1090,1831,2024-10-26 16:28:20,3357.35
1091,1833,2024-05-27 20:58:27,2531.24
1092,1836,2024-08-15 00:26:05,38174.39
1093,1837,2024-10-09 08:02:52,25264.85
1094,1838,2024-07-10 14:24:19,7486.21
1095,1840,2024-07-13 07:09:05,13698.2
1096,1842,2024-08-26 16:41:52,662.92
1097,1843,2024-03-15 08:16:42,2419.23
1098,1844,2024-07-06 03:39:11,3219.68
1099,1846,2024-09-19 10:15:23,3974.36
1100,1851,2024-02-10 00:00:55,3162.29
1101,1852,2024-03-14 00:28:40,495.21
1102,1854,2024-02-24 20:52:46,6956.43
1103,1855,2024-06-02 00:33:50,8016.75
1104,1857,2024-02-14 07:14:18,20779.22
1105,1860,2024-04-17 13:50:34,2417.58
1106,1861,2024-10-06 08:53:55,2245.88
1107,1866,2024-09-27 19:12:54,440.55
1108,1870,2024-05-13 11:09:45,3773.62
1109,1873,2024-02-15 23:49:24,11059.01
1110,1874,2024-08-12 05:15:24,2833.9
1111,1875,2024-02-01 22:46:29,33829.9
1112,1878,2024-09-15 21:53:24,3901.3
1113,1882,2024-10-01 06:05:15,5609.93
1114,1883,2024-06-01 07:04:44,1441.17
1115,1884,2024-02-21 12:40:58,6364.55
1116,1886,2024-03-19 02:30:20,827.67
1117,1888,2024-03-01 22:31:06,9175.83
1118,1889,2024-03-12 11:01:32,9433.15
1119,1891,2024-08-24 13:39:56,16703.31
1120,1892,2024-09-15 09:55:34,1962.61
1121,1894,2024-03-21 08:55:15,5678.86
1122,1895,2024-04-26 21:47:40,8163.55
1123,1897,2024-09-19 08:01:10,7317.72
1124,1898,2024-03-24 16:24:48,2255.73
1125,1899,2024-07-15 08:18:22,570.9
1126,1901,2024-04-05 00:03:15,6716.11
1127,1903,2024-04-24 00:31:37,4284.46
1128,1904,2024-06-26 04:49:09,2951.29
1129,1905,2024-08-29 21:59:20,9774.68
1130,1906,2024-09-08 06:18:17,4720.04
1131,1907,2024-03-31 16:00:15,1499.26
1132,1911,2024-05-22 14:47:21,864.1
1133,1916,2024-09-25 13:47:57,1779.22
1134,1917,2024-04-27 09:15:48,42349.46
1135,1918,2024-03-17 07:59:03,9419.14
1136,1919,2024-04-02 08:29:59,5824.05
1137,1921,2024-07-05 09:53:31,4173.48
1138,1923,2024-03-21 08:40:52,3933.74
1139,1924,2024-06-01 15:56:06,14051.39
1140,1925,2024-03-07 11:13:49,3160.43
1141,1927,2024-04-28 15:10:29,8260.4
1142,1930,2024-12-10 03:19:02,3591.82
1143,1931,2024-03-30 11:36:37,28173.61
1144,1932,2024-09-09 12:20:46,9586.01
1145,1934,2024-10-27 02:56:42,15078.14
1146,1936,2024-04-07 11:24:21,2904.54
1147,1937,2024-08-10 10:48:56,12737.71
1148,1940,2024-09-17 10:46:21,3709.6
1149,1944,2024-06-21 10:13:08,5426.4
1150,1946,2024-05-11 16:02:02,21408.49
1151,1949,2024-05-28 07:37:28,1922.73
1152,1955,2024-04-08 22:12:34,5901.27
1153,1956,2024-06-22 13:03:09,7289.61
1154,1957,2024-04-29 11:50:07,7847.92
1155,1960,2024-04-23 18:42:24,3275.72
1156,1963,2024-04-29 21:22:35,32132.96
1157,1964,2024-04-07 12:04:06,1532.36
1158,1965,2024-08-26 22:25:15,18269.66
1159,1966,2024-01-21 10:31:28,14669.99
1160,1967,2024-04-17 03:26:03,27195.31
1161,1968,2024-04-21 02:52:20,1176.85
1162,1970,2024-09-16 18:21:27,2248.57
1163,1971,2024-01-11 11:56:46,18821.38
1164,1972,2024-04-25 17:09:10,907.47
1165,1974,2024-09-07 14:30:58,1157.7
1166,1977,2024-10-12 05:16:10,3166.95
1167,1978,2024-04-03 02:02:53,5841.8
1168,1981,2024-09-02 09:08:10,20599.1
1169,1982,2024-01-31 18:31:37,4159.96
1170,1983,2024-10-31 14:00:31,2842.91
1171,1985,2024-06-08 13:27:20,6504.51
1172,1988,2024-03-28 07:09:28,7499.84
1173,1990,2024-07-03 14:58:48,7310.86
1174,1991,2024-11-02 00:05:23,4187.3
1175,1993,2024-11-23 02:17:47,845.92
1176,1994,2024-04-21 03:16:53,2151.98
1177,1995,2024-04-22 23:29:17,17645.64
1178,1996,2024-06-12 00:02:24,5815.97
1179,1997,2024-09-09 05:54:15,3676.55
1180,1999,2024-03-12 07:16:34,13444.85
1181,2002,2024-02-29 21:29:20,1777.38
1182,2004,2024-03-02 13:02:13,4012.57
1183,2006,2024-07-25 23:50:46,5563.5
1184,2007,2024-03-03 10:57:09,3303.57
1185,2008,2024-07-18 10:00:04,5381.31
1186,2010,2024-10-31 09:31:05,4150.88
1187,2011,2024-10-04 00:35:19,1394.92
1188,2012,2024-11-19 08:44:58,5786.77
1189,2015,2024-02-10 02:00:53,1486.95
1190,2017,2024-05-24 17:23:07,5704.75
1191,2021,2024-10-26 11:33:52,16927.96
1192,2022,2024-06-25 04:46:21,3816.46
1193,2023,2024-12-02 03:58:33,1712.42
1194,2025,2024-05-18 22:57:28,4383.97
1195,2026,2024-07-06 08:52:11,2324.42
1196,2028,2024-08-21 16:20:43,8392.2
1197,2029,2024-06-17 17:54:44,4301.89
1198,2030,2024-10-08 01:47:49,22897.59
1199,2033,2024-08-22 07:48:20,13998.29
1200,2034,2024-01-21 09:26:04,4282.22
1201,2035,2024-11-14 08:06:31,9358.57
1202,2036,2024-05-18 10:20:52,3449.85
1203,2038,2024-09-26 01:28:27,5067.29
1204,2039,2024-04-15 13:26:09,3550.02
1205,2041,2024-07-11 04:59:25,9796.79
1206,2042,2024-11-11 00:13:08,17848.76
1207,2044,2024-03-25 01:30:57,10084.79
1208,2045,2024-02-18 15:02:56,11268.23
1209,2046,2024-06-29 22:52:46,11279.36
1210,2047,2024-05-17 10:39:39,8071.79
1211,2050,2024-05-08 12:11:52,1762.77
1212,2051,2024-08-30 21:42:48,22717.13
1213,2053,2024-08-08 00:15:04,24933.55
1214,2059,2024-08-29 07:54:22,3981.88
1215,2060,2024-08-13 10:20:45,3520.55
1216,2065,2024-10-18 13:27:30,8528.51
1217,2068,2024-05-22 13:56:49,8068.57
1218,2069,2024-12-07 11:05:38,4097.98
1219,2070,2024-02-26 20:35:48,1595.55
1220,2072,2024-11-02 14:30:18,6471.29
1221,2073,2024-04-10 19:26:00,8073.1
1222,2074,2024-10-01 14:04:04,9444.98
1223,2075,2024-08-11 20:45:13,6730.22
1224,2076,2024-11-26 23:48:44,3850.65
1225,2077,2024-05-02 06:19:43,12023.3
1226,2078,2024-05-04 10:30:36,5214.84
1227,2079,2024-07-04 20:35:10,3234.3
1228,2080,2024-06-04 04:46:38,4177.26
1229,2081,2024-04-24 19:08:11,1021.09
1230,2084,2024-08-24 19:36:16,4171.3
1231,2085,2024-02-17 01:40:43,9132.48
1232,2086,2024-02-06 05:10:09,6672.87
